tsne_1,tsne_2,solubility,molecule_id
-6.189732,-77.682556,-3.8464966,CC(=C)C1CCC(=CC1)C
17.15283,48.169617,-0.6229779,[Na+].CCN(CC)c1ccc([C+](c2ccc(cc2)N(CC)Cc3cccc(c3)[S]([O-])(=O)=O)c4ccc(cc4)N(CC)Cc5cccc(c5)[S]([O-])(=O)=O)c(C)c1
-17.50372,-93.74049,-4.1391335,S=[W]=S
48.1117,65.01099,-1.6427811,[Na+].[Na+].CC1=NN(C(=O)C1N=Nc2ccc(c3ccc(cc3[S]([O-])(=O)=O)N=NC4C(=NN(C4=O)c5ccccc5)C)c(c2)[S]([O-])(=O)=O)c6ccccc6
-23.207003,-62.767128,-3.0887783,CC(=O)O[C@H]1C[C@H]2CC[C@@]1(C)C2(C)C
-15.361318,-92.75636,-6.6197114,[Pb++].[O-][Si]([O-])=O
-38.081905,-11.582127,-4.1359425,CCCC(=O)OC(C)(C)Cc1ccccc1
54.023,58.662754,-2.603841,[Na+].[Na+].[O-][S](=O)(=O)c1ccc(N\N=C\2C=CC(=O)C(=N/Nc3ccc(c4ccccc34)[S]([O-])(=O)=O)\C2=O)c5ccccc15
31.712378,-46.3917,-0.07005265,CCCOCC(C)OCC(C)O
-6.533622,-28.683592,-4.1708245,CC1(C)CC(CC(C)(CN=C=O)C1)N=C=O
14.925274,-31.746292,-4.4100876,CCCCCCCC\C=C/CCCCCCCC(O)=O.NCCNCCN
10.42945,38.485634,-1.52189,CCN(CC[n+]1ccccc1)c2ccc(cc2)N=Nc3ccc(cc3Cl)[N+]([O-])=O.CC([O-])=O
-49.263107,14.550834,-4.2169166,O=C(Oc1ccccc1)Oc2ccccc2
-45.9099,-26.233255,-4.151911,CCCCC(CC)C(=O)OC=C
-0.7274603,-50.094658,-1.1892368,CC(=C)C(=O)NCNC(=O)C(C)=C
-9.544465,-79.16508,-2.9659772,C\1C\C=C/CC\C=C1
4.600828,-29.935614,-3.256981,CO[Si](CCCN=C=O)(OC)OC
-22.258875,-29.891367,-3.3285835,CCO[Si](CCCCl)(OCC)OCC
-50.675655,-14.626688,-4.3876834,CCCCOC(=O)c1ccccc1C(=O)OCCCC
51.35381,62.005665,-1.7922611,[Na+].[Na+].Cc1cc(C)c(c(C)c1Nc2ccc(Nc3c(C)cc(C)c(c3C)[S]([O-])(=O)=O)c4C(=O)c5ccccc5C(=O)c24)[S]([O-])(=O)=O
-1.6660421,31.022694,-3.3451078,Oc1ccc(c(O)c1O)C(=O)c2ccccc2
-37.03096,-40.166325,-4.4255033,CCCCCCCCC\C=C\CC1CC(=O)OC1=O
-33.61541,-37.200253,-4.4255033,CC(C)CC(C)CC(C)\C=C(/C)C1CC(=O)OC1=O
-60.869976,-33.74878,-5.345705,CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)O.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(O)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC.CCCCCCCC\C=C/CCCCCCCC(=O)OCC(O)COB(OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC)OCC(O)COC(=O)CCCCCCC\C=C/CCCCCCCC
-55.27158,0.039815616,-5.4245477,CCCCCCCCCC(=O)Oc1ccc(cc1)C(O)=O
-38.231018,-35.784542,-5.676542,CCO[Si](CCCSSCCC[Si](OCC)(OCC)OCC)(OCC)OCC
-42.85644,11.541436,-5.4919252,COc1ccc(\C=C\C(=O)OCCC(C)C)cc1
-40.07685,-47.23649,-5.5931225,CCCCCCCCCCCCCCCC(=O)NCC(O)=O
-9.289574,-79.11876,-5.365156,C\1C\C=C/CC\C=C/CC/C=C1
-58.061615,-32.441185,-6.102527,CC(CCN(CCC(C)CC(C)(C)C)C(=S)S[Zn]SC(=S)N(CCC(C)CC(C)(C)C)CCC(C)CC(C)(C)C)CC(C)(C)C
-74.64078,4.568926,-6.656649,BrCc1ccc(cc1)c2ccccc2C#N
-42.851593,-40.781555,-6.2145247,CCCCCCCCCCCCCCCCCC(=O)OC1CC(C)(C)NC(C)(C)C1.CCCCCCCCCCCCCCCC(=O)OC2CC(C)(C)NC(C)(C)C2
-51.245804,-29.412914,-5.7315454,CCCCC(CC)CNC(=O)CCCCCC(C)C
-13.008052,-40.5412,-7.5558815,CO[C@H]1C[C@@H](O[C@@H](C)[C@@H]1O)OC2[C@H](C)O[C@H](C[C@@H]2OC)OC3[C@@H](C)/C=C/C=C/4CO[C@@H]5[C@H](O)C(=C[C@@H](C(=O)O[C@H]6C[C@@H](C\C=C3/C)O[C@@]7(C6)O[C@@H]([C@@H](C)C=C7)C8CCCCC8)[C@]45O)C
-74.93031,-0.53943044,-6.183336,c1ccc(cc1)c2ccc(cc2)c3ccccc3
-73.75105,17.959204,-6.178797,c1cc2ccc3cccc4ccc(c1)c2c34
-60.295925,12.827355,-6.4031954,CCCCOC(=O)c1ccc(cc1)C(=O)OCCCC
-17.136223,-64.409035,-6.5873384,CCC(CC)CC1(CCCCC1)C#N
2.343639,84.985245,-6.9290133,COc1ccc(cc1)N2CCN(CC2)c3ccc(cc3)[N+]([O-])=O
-61.783913,-35.03172,-7.2523947,CC(C)CCCCCCCOC(=O)CCCCCCCCC(=O)OCCCCCCCC(C)C
-67.87976,7.5824046,-7.40425,CCCCN(CCCC)c1ccc2c(Oc3cc(C)c(Nc4ccccc4)cc3C25OC(=O)c6ccccc56)c1
-19.783812,27.50859,-2.1558332,FC1(F)Oc2cccc(C=O)c2O1
-39.346878,57.692287,-7.6382804,CCNc1cc(C#N)c(N)c2C(=O)c3ccccc3C(=O)c12
-41.3862,-46.002247,-8.250192,CCCCCCCC\C=C/CCCCCCCCNCCCN.CCCCCCCC\C=C/CCCCCCCC(O)=O.CCCCCCCC\C=C/CCCCCCCC(O)=O
-65.85239,6.5763354,-8.185259,CCCCC(CC)COC(=O)c1ccc(Nc2nc(Nc3ccc(cc3)C(=O)NC(C)(C)C)nc(Nc4ccc(cc4)C(=O)OCC(CC)CCCC)n2)cc1
81.41138,3.9132998,-4.40025,O=[V]=O
17.178814,-29.502888,-0.45391053,[Cl-].CCCCCCCCCCCC[n+]1ccccc1
16.136375,9.005347,-2.2566445,Cc1cccc(C)c1OCC(O)=O
-55.320732,-31.618118,-1.8254561,CCCCC(CC)C(=O)O[Co]OB(O[Co])O[Co](OC(=O)C(CC)CCCC)OC(=O)C(CC)CCCC
54.36305,58.614258,-0.8171647,[Na+].[Na+].OCC1=CC(=N/Nc2ccc(c3ccccc23)[S]([O-])(=O)=O)\C(=O)/C(=N/Nc4ccc(c5ccccc45)[S]([O-])(=O)=O)C1=O
28.85875,18.806927,-1.1383824,CC(=O)c1ccc(O)cc1
53.709316,-69.44178,-1.9883562,[O--].[O--].[Mg++].[Ca++]
50.985653,64.25445,-2.7868204,[Na+].[Na+].Nc1ccc2cc(c(N=Nc3ccc(N=Nc4cccc(C([O-])=O)c4O)c5ccccc35)c(O)c2c1)[S]([O-])(=O)=O
-23.547022,-39.477062,-3.2972121,CC(C)=CCC\C(C)=C\C=C\C(C)=O
26.615929,-52.213043,-1.1558864,C=CN1CCN(C=C)C1=O
7.7038646,79.817696,-2.205602,Nc1cc(ccc1O)[N+]([O-])=O
52.04566,-68.0942,-2.4020693,[Mg++]
37.53794,-78.60683,-1.7683269,O=[Ca]
-18.136173,83.516106,-3.2740874,[O-][N+](=O)c1ccc2NC(=O)Nc2c1
-31.949696,40.317856,-3.5292993,Cc1ccc(cc1)[S](=O)(=O)/C(=C/N2CC(=O)NC2=S)C#N
48.948746,26.859976,-1.175958,CCC1=C(O)C(=O)C=CO1
-5.018609,-6.3449707,-2.2114017,COC(=O)Cc1ccccc1
75.40746,-1.899749,-4.2262964,O.[Pb].O[S](O)(=O)=O
-13.747081,86.8211,-3.2706864,Cc1c(Cl)cccc1[N+]([O-])=O
46.68685,-63.281822,-1.9107299,[OH-].[OH-].[Ca++]
35.62962,-76.31063,-3.055987,[Si+4].[Si+4].[Si+4].[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O.[O-][P]([O-])([O-])=O
-0.78730357,-76.2481,-3.1223888,CCCCCCCl
-1.6904275,-48.12654,-2.2684758,CC(=C)C(=O)OCC(F)(F)F
34.626095,-86.50723,-2.642008,[O-][N+](=O)O[Bi](O[N+]([O-])=O)O[N+]([O-])=O
11.586253,-43.533997,-2.1536963,CCCCCCC(C)=O
13.665765,-30.27402,-2.4042406,CCCCC/C=C/CC(CC(O)=O)C(O)=O
-27.275175,-42.933617,-3.4953597,CCCC(CCC)(C(O)=O)C(CCC)(\C=C\C)C(O)=O
-25.14378,-63.335724,-3.5264225,C[C@H]1CC(=O)C=C2CC[C@H]3[C@@H]4CC[C@H](O)[C@@]4(C)CC[C@@H]3[C@@]12C
44.8348,66.36645,-3.7561796,[Na+].CC\1=Nc2ccccc2C1=N/Nc3cc(Cl)c(cc3Cl)[S](=O)(=O)NCC[S]([O-])(=O)=O
-11.709061,22.909233,-4.5363784,CC(C)(O)C(=O)c1ccc(Cc2ccc(cc2)C(=O)C(C)(C)O)cc1
54.521824,-69.70372,-8.74486,[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[O--].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Fe+3].[Ba++]
-35.39584,-63.882732,-4.493086,C=CC(=O)OCC1CCC2C3CC(CC3COC(=O)C=C)C12
-46.463573,19.422834,-4.578403,O=C(Nc1ccccc1)Nc2ccccc2N[S](=O)(=O)c3ccccc3
97.4839,-1.9491636,-5.583643,[O--].[O--].[O--].[K+].[K+].[Ti+4]
-48.68196,-26.934559,-4.2832046,CCCCC(CC)COC(=O)C=C
-56.541786,-32.076748,-4.928856,[Zn++].CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC.CCCCC(CC)CO[P]([S-])(=S)OCC(CC)CCCC
-27.159863,-64.42629,-3.33805,CC(=O)OC1CC2CC1C3CCCC23
54.593414,-48.47427,-0.84591657,CCS
-58.025032,-30.08268,-2.5951755,CCCCC(CC)COC(=O)OOC(=O)OCC(CC)CCCC
9.042728,-41.921417,-3.243751,C[C@H](CCC=C(C)C)CC=O
3.0755465,-59.20627,-0.28809264,CC(C)[C@@]12CC[C@@](C)(O1)[C@@H](O)C2
-32.69756,-17.146605,-3.302657,CC(C)c1ccc(CCC=O)cc1
5.0047765,-78.71653,-2.1977642,CCCCBr
13.429371,-26.334457,-3.6091106,[Na+].CCCCCCCCCCCC(=O)N[C@@H](CCC(O)=O)C([O-])=O
2.7524285,-70.13687,-3.384193,CCCOC(C)OCCc1ccccc1
-23.675848,-38.348003,-3.3397615,COC(OC)C(C)(C)CC=C(C)C
1.0477984,-59.32884,-3.2966137,COC(C)(C)C1CCC(=CC1)C
-30.61537,17.418535,-3.2357624,[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10
-14.386583,85.45552,-3.3642254,[O-][N+](=O)c1cc(Cl)ccc1Cl
-21.132944,-37.92922,-2.302768,CC/C(C)=C/CCC(C)(O)C#C
-31.4016,-29.251797,-3.4779806,CO[Si](CCCOC(=O)C(C)=C)(OC)OC
-5.0354776,-16.510138,-3.680445,CC(C)(c1ccc(O)cc1)c2ccc(O)cc2.OC(=O)C=C.ClCC3CO3
-30.461784,-6.3481736,-2.3273175,O=C1C=CC(=O)N1c2ccccc2
-18.69412,-4.888034,-2.365668,Cc1ccc(cc1)N2N=C(C)CC2=O
25.50044,22.217974,-2.2673848,OB(O)c1ccc(C=O)cc1
-3.195809,-11.142043,-2.3376663,CC(=O)CC(C)(C)c1ccccc1
-43.54134,-23.88344,-2.2505224,CCCCCOC(=O)CC
18.223228,-79.35994,-2.1609542,FC(F)=C(F)Cl
-36.811726,-44.243282,-1.4593774,CCCCCCCCCCCCOCCO
15.65929,-31.18928,-2.4007754,NCCCCCCCCCCC(O)=O
-37.15961,23.393679,-2.800595,NC(Nc1ccc(Cl)cc1)=NC(N)=NCCCCCCN=C(N)N=C(N)Nc2ccc(Cl)cc2
-8.342555,-77.400505,-3.1767964,C\C=C1/CC2CC1C=C2
-35.552612,-11.294884,-3.5256279,CCN(C(=O)N(CC)c1ccccc1)c2ccccc2
-42.782097,16.117407,-3.3830206,CCCCOC(=O)c1ccccc1N
-47.53472,16.761784,-4.4139223,Oc1ccccc1C(=O)OCc2ccccc2
-4.9506326,-77.0901,-4.596066,CCCC[Sn](CCCC)(CCCC)CCCC
34.780666,-75.81001,-3.99437,[Mg++].C[O-].C[O-]
42.847847,-60.161617,-4.1112933,[Cd++]
-34.709435,26.149515,-4.672503,O[S](=O)(=O)c1cccc2cc(Nc3ccccc3)cc(Nc4ccccc4)c12
-45.165695,-29.151787,-4.450761,CCC(C)(OOC(C)(C)C)OOC(C)(C)C
-81.917595,-9.3207855,-4.360608,S(c1ccccc1)c2ccccc2
-39.328373,56.96229,-4.78747,CCOCCCN[S](=O)(=O)c1ccc(Oc2cc(O)c3C(=O)c4ccccc4C(=O)c3c2N)cc1
-41.72257,58.674953,-4.5531197,Clc1c(Cl)c(Cl)c2C(=O)OC(=O)c2c1Cl
37.67582,64.803894,-3.8390841,[Ca++].CC1=NN(c2cccc(c2)[S]([O-])(=O)=O)C(=O)C1N=Nc3cc(Cl)c(Cl)cc3[S]([O-])(=O)=O
87.07048,-16.245792,1.2336682,CCO
-9.752459,6.9666243,-2.2455316,COc1ccc(OC)cc1
-11.285682,-54.262894,-2.41809,C1CCC(CC1)OCCc2ccccc2
0.77132285,-26.25508,-2.7160175,[Co++].CCC(C)(CCC(C)C)C([O-])=O.CCC(C)(CCC(C)C)C([O-])=O
-9.670815,-54.45984,-3.3963666,C/C=C/C(=O)C1C(C)C=CCC1(C)C
-48.274345,48.23154,-3.55796,O=C(OCC1CO1)c2ccc(cc2)C(=O)OCC3CO3
-32.86643,-42.22737,-3.3017428,CCCCC/C=C/CCC=O
46.815987,61.608498,-3.0693212,[Na+].[Na+].CN(CCO)c1nc(Nc2ccccc2)nc(Nc3ccc(/C=C/c4ccc(Nc5nc(Nc6ccccc6)nc(n5)N(C)CCO)cc4[S]([O-])(=O)=O)c(c3)[S]([O-])(=O)=O)n1
2.7608323,-9.261732,-2.252203,Cc1cc(C)c(C)c(O)c1
15.983198,-70.21625,-2.0431013,CC(F)(F)F
12.66305,31.252043,-1.4699305,CC(C)(O)C(=O)c1ccc(OCCO)cc1
64.67996,-10.473937,-0.9832226,CN=C=S
-30.747255,-7.0527015,-3.4975576,CN(C(=O)N(C)c1ccccc1)c2ccccc2
20.488415,-58.37842,-3.5337584,O=C1CCCCCCCCCCC(=O)OCCO1
-30.393873,-43.20914,-3.3243785,CC(C)CCCCCCCO
35.582157,-41.58358,-0.4376623,[Co++].CCC([O-])=O.CCC([O-])=O
-22.560247,-4.864354,-2.4096513,CCOC(=O)C1OC1c2ccccc2
13.001609,-47.28141,-2.2869837,CC(C)CCCC(C)(C)O
-37.219612,-10.693257,-2.3449798,CCC(=O)OCc1ccccc1
-5.675459,-36.18339,-2.3522153,CC(=O)OC1(CCCCC1)C#C
61.40091,-37.520714,-0.13768299,CCN(CC)CC
-32.03549,-40.21033,-3.7183914,CCCCCCCC\C=C/CCCCCCCCNCCCNCCCN
61.511787,-37.281994,-0.9312189,CSC
90.51014,-4.9827394,0.7473251,[Na+].CNC([S-])=S
-27.516575,45.487865,-3.4359505,Nc1cc(Cl)c(Cl)cc1Cl
-89.235435,-1.3835616,-3.5061083,Clc1cccc(n1)C(Cl)(Cl)Cl
-7.7121,42.1863,-3.4172456,OC(=O)c1cc2ccccc2cc1O
9.1344795,-80.92716,-2.454265,C\C=C/C=C.C/C=C/C=C.C1CC=CC1
-32.88786,-17.270487,-3.677347,CC(C)c1cccc(c1)C(C)CC=O
62.174156,56.035046,-1.2770212,[Na+].[Na+].[Na+].[Na+].[Na+].[Na+].Nc1c(N=Nc2cc(Nc3nc(Cl)nc(Nc4cccc(c4)[S](=O)(=O)CCO[S]([O-])(=O)=O)n3)ccc2[S]([O-])(=O)=O)c(cc5cc(c(N=Nc6ccc7c(cccc7[S]([O-])(=O)=O)c6[S]([O-])(=O)=O)c(O)c15)[S]([O-])(=O)=O)[S]([O-])(=O)=O
1.6250551,-76.24044,-2.4368808,FC1CC(F)(F)C(F)(F)C1(F)F
-5.213743,-77.14939,-3.9228516,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC
4.5446186,-79.85573,-3.006984,CCCCC
1.0814353,1.0270562,-2.3647375,COc1cc(\C=C\C)ccc1O
2.3450847,-10.131724,-2.277035,Cc1ccc(C=O)cc1C
41.270634,-22.112312,-0.59413934,O.CC([NH3+])c1ccccc1.C[C@@H]2O[C@@H]2[P](O)([O-])=O
47.832607,67.76701,-1.099315,[Na+].[Na+].[O-]C(=O)c1ccccc1C2=C3C=C(I)C(=O)C(=C3Oc4c(I)c([O-])c(I)cc24)I
16.115479,-49.1489,-1.2199585,CCCCOC(C)=O
57.867817,36.516262,-2.6919272,Nc1ccc(c2ccc(N)cc2[S](O)(=O)=O)c(c1)[S](O)(=O)=O
6.437499,77.85046,-2.4496899,COc1cc(C=O)cc(c1O)[N+]([O-])=O
-1.4823966,-1.521468,-2.469378,CCN(CC)c1cccc(NC(C)=O)c1
-14.870264,-91.636024,-3.502355,O=[Pb]
-50.30767,15.025373,-3.5338845,Cc1ccccc1NC(N)=Nc2ccccc2C
