smiles,atom_type,atom_idx,original_prediction,modified_prediction,importance
O=C(O)C1=CC(N=NC2=CC=C(O)C=C2)=C(Cl)C=C1,Oxygen,12,-4.246936798095703,-5.7501301765441895,1.5031933784484863
O=C(O)C1=CC(N=NC2=CC=C(O)C=C2)=C(Cl)C=C1,Chlorine,16,-4.246936798095703,-4.523989200592041,0.2770524024963379
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,1,-5.00644063949585,-6.397668361663818,1.3912277221679688
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,2,-5.00644063949585,-5.7863545417785645,0.7799139022827148
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,3,-5.00644063949585,-5.249927997589111,0.24348735809326172
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,4,-5.00644063949585,-4.893126010894775,0.11331462860107422
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,5,-5.00644063949585,-4.938382625579834,0.06805801391601562
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,7,-5.00644063949585,-4.845157146453857,0.1612834930419922
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,8,-5.00644063949585,-5.371335506439209,0.3648948669433594
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,9,-5.00644063949585,-5.7737956047058105,0.7673549652099609
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,10,-5.00644063949585,-5.7737956047058105,0.7673549652099609
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,11,-5.00644063949585,-5.372256755828857,0.3658161163330078
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,12,-5.00644063949585,-4.871215343475342,0.1352252960205078
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,13,-5.00644063949585,-5.035643100738525,0.02920246124267578
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,15,-5.00644063949585,-4.849352836608887,0.1570878028869629
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Carbon,16,-5.00644063949585,-5.715047359466553,0.7086067199707031
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Oxygen,0,-5.00644063949585,-7.363652229309082,2.3572115898132324
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Oxygen,6,-5.00644063949585,-5.453575611114502,0.44713497161865234
Oc1ccc2C(=O)c3ccccc3C(=O)c2c1,Oxygen,14,-5.00644063949585,-5.518208026885986,0.5117673873901367
CCCCC(C)(O)CC,Carbon,0,-1.472762942314148,-1.8761285543441772,0.4033656120300293
CCCCC(C)(O)CC,Carbon,1,-1.472762942314148,-1.166481852531433,0.30628108978271484
CCCCC(C)(O)CC,Carbon,2,-1.472762942314148,-1.1250636577606201,0.34769928455352783
CCCCC(C)(O)CC,Carbon,3,-1.472762942314148,-1.543495535850525,0.07073259353637695
CCCCC(C)(O)CC,Carbon,4,-1.472762942314148,-1.9752835035324097,0.5025205612182617
CCCCC(C)(O)CC,Carbon,5,-1.472762942314148,-2.574772834777832,1.102009892463684
CCCCC(C)(O)CC,Carbon,7,-1.472762942314148,-1.7414613962173462,0.26869845390319824
CCCCC(C)(O)CC,Carbon,8,-1.472762942314148,-1.7708040475845337,0.29804110527038574
CCCCC(C)(O)CC,Oxygen,6,-1.472762942314148,-4.516286849975586,3.043523907661438
S=C1N=CNc2nccnc12,Carbon,1,-1.798806071281433,-2.386218547821045,0.5874124765396118
S=C1N=CNc2nccnc12,Carbon,3,-1.798806071281433,-2.906280517578125,1.107474446296692
S=C1N=CNc2nccnc12,Carbon,5,-1.798806071281433,-2.468886375427246,0.670080304145813
S=C1N=CNc2nccnc12,Carbon,7,-1.798806071281433,-2.7262825965881348,0.9274765253067017
S=C1N=CNc2nccnc12,Carbon,8,-1.798806071281433,-2.7309746742248535,0.9321686029434204
S=C1N=CNc2nccnc12,Carbon,10,-1.798806071281433,-2.294220209121704,0.495414137840271
S=C1N=CNc2nccnc12,Nitrogen,2,-1.798806071281433,-2.8965907096862793,1.0977846384048462
S=C1N=CNc2nccnc12,Nitrogen,6,-1.798806071281433,-2.5617623329162598,0.7629562616348267
S=C1N=CNc2nccnc12,Nitrogen,9,-1.798806071281433,-2.585925579071045,0.7871195077896118
S=C1N=CNc2nccnc12,Sulfur,0,-1.798806071281433,-2.7095932960510254,0.9107872247695923
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,1,-3.8979763984680176,-4.094104290008545,0.19612789154052734
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,2,-3.8979763984680176,-4.044914722442627,0.14693832397460938
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,4,-3.8979763984680176,-4.044914722442627,0.14693832397460938
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,5,-3.8979763984680176,-4.094104290008545,0.19612789154052734
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,6,-3.8979763984680176,-4.009402275085449,0.11142587661743164
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,7,-3.8979763984680176,-3.9778146743774414,0.07983827590942383
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,8,-3.8979763984680176,-4.001101016998291,0.10312461853027344
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,9,-3.8979763984680176,-4.067005634307861,0.16902923583984375
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,10,-3.8979763984680176,-4.183501720428467,0.2855253219604492
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,11,-3.8979763984680176,-4.178277969360352,0.280301570892334
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,13,-3.8979763984680176,-4.183501720428467,0.2855253219604492
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,14,-3.8979763984680176,-4.178277969360352,0.280301570892334
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,15,-3.8979763984680176,-4.009402275085449,0.11142587661743164
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,16,-3.8979763984680176,-3.977814197540283,0.07983779907226562
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,17,-3.8979763984680176,-4.001101016998291,0.10312461853027344
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,18,-3.8979763984680176,-4.067005634307861,0.16902923583984375
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,19,-3.8979763984680176,-3.795772075653076,0.1022043228149414
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,20,-3.8979763984680176,-3.8552446365356445,0.04273176193237305
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,21,-3.8979763984680176,-3.950218677520752,0.052242279052734375
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,22,-3.8979763984680176,-4.039342880249023,0.14136648178100586
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,23,-3.8979763984680176,-4.032187461853027,0.13421106338500977
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,24,-3.8979763984680176,-3.9696221351623535,0.07164573669433594
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,25,-3.8979763984680176,-3.902838706970215,0.004862308502197266
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,26,-3.8979763984680176,-4.094929218292236,0.19695281982421875
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,30,-3.8979763984680176,-4.044914722442627,0.14693832397460938
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,31,-3.8979763984680176,-4.094104290008545,0.19612789154052734
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,32,-3.8979763984680176,-4.044914722442627,0.14693832397460938
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,33,-3.8979763984680176,-4.094104290008545,0.19612789154052734
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,34,-3.8979763984680176,-4.057379722595215,0.15940332412719727
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,35,-3.8979763984680176,-4.060489654541016,0.16251325607299805
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,36,-3.8979763984680176,-4.057379722595215,0.15940332412719727
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,38,-3.8979763984680176,-3.996901035308838,0.09892463684082031
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,39,-3.8979763984680176,-4.0366902351379395,0.13871383666992188
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,40,-3.8979763984680176,-4.025810718536377,0.12783432006835938
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,45,-3.8979763984680176,-4.003878116607666,0.10590171813964844
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,46,-3.8979763984680176,-4.000706672668457,0.10273027420043945
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,47,-3.8979763984680176,-4.0790510177612305,0.1810746192932129
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,48,-3.8979763984680176,-3.9380550384521484,0.04007863998413086
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,50,-3.8979763984680176,-3.921560287475586,0.02358388900756836
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,51,-3.8979763984680176,-3.9254555702209473,0.027479171752929688
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,54,-3.8979763984680176,-4.095627784729004,0.19765138626098633
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,55,-3.8979763984680176,-4.220040798187256,0.3220643997192383
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,56,-3.8979763984680176,-4.315946102142334,0.4179697036743164
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,59,-3.8979763984680176,-3.9997386932373047,0.10176229476928711
[Co+3].CCN(CC)c1ccc2c(c1)[o+]c3cc(ccc3c2c4ccccc4C(O)=O)N(CC)CC.CC(C)OCCCN[S](=O)(=O)c5ccc([O-])c(c5)N=Nc6c(C)nn(c6[O-])c7ccccc7.CC(C)OCCCN[S](=O)(=O)c8ccc([O-])c(c8)N=Nc9c(C)nn(c9[O-])c%10ccccc%10,Carbon,61,-3.8979763984680176,-3.976341724395752,0.07836532592773438
